geometry_id,n_runs,nLayers,seg1_layers,seg2_layers,seg3_layers,t_absorber_seg1,t_absorber_seg2,t_absorber_seg3,t_scin_seg1,t_scin_seg2,t_scin_seg3,t_spacer,gun_energy_GeV,muon_threshold_GeV,detection_efficiency,detection_efficiency_std,eff_lo,eff_lo_std,eff_hi,eff_hi_std,energy_resolution,energy_resolution_std
8f701ccb,3,10,3,3,4,3.7599,4.1595,4.4582,0.5433,0.3487,0.5266,0.1,5.0,,0.7331111111111112,0.008921468073842613,0.008151177367485163,8.334592131375944e-05,0.0079958217452852,8.929109704564135e-05,0.38392561127465125,0.013068055246855795
90295512,3,10,3,3,4,4.075,3.9838,3.852,0.4858,0.3032,0.4981,0.1,5.0,,0.6997777777777777,0.012898463876383534,0.008431164000907302,0.00010060716405688398,0.008298023195990453,0.00010920326244518286,0.3859866480930781,0.006070142870100512
917a25fd,3,10,3,3,4,3.7431,3.7348,4.3095,0.5735,0.4617,0.4029,0.1,5.0,,0.6926666666666667,0.007881060278357938,0.008485850873444112,5.668663561960813e-05,0.00835744922954762,6.193882861228626e-05,0.38078322111097745,0.007040823130507064
9528b3bf,3,10,3,3,4,3.9944,4.0735,3.73,0.4592,0.4961,0.4925,0.1,5.0,,0.6983333333333333,0.009073771725877474,0.00844347086329785,6.896778519453082e-05,0.008311292700463194,7.501431806366052e-05,0.3570173055412369,0.002493829810181376
95a05dc4,3,10,3,3,4,4.4275,3.5222,3.8272,0.5064,0.4461,0.4265,0.1,5.0,,0.7161111111111111,0.010905316406502191,0.008300964815588063,9.025201092540033e-05,0.008156938750202439,9.751956131208545e-05,0.3694895127046594,0.014220818436977974
95c12f8d,3,10,3,3,4,4.2848,3.8865,3.6717,0.5141,0.5716,0.5065,0.1,5.0,,0.6982222222222223,0.015163308541539532,0.008442011260600402,0.00011235156629599992,0.008309907147156737,0.00012245521295946643,0.35714534881210863,0.008074414193282637
9612a12f,3,10,3,3,4,4.1508,4.3647,3.9269,0.3375,0.4372,0.3311,0.1,5.0,,0.6933333333333334,0.005131601439446888,0.00848153312809056,3.733255942376321e-05,0.008352687187848429,4.075240217268753e-05,0.38364131331480594,0.006714343807773562
96a716b5,3,10,3,3,4,3.9285,3.8668,3.9934,0.3269,0.3452,0.4132,0.1,5.0,,0.6907777777777778,0.00655178799458027,0.00849982655835387,4.773935896940134e-05,0.008372683754103457,5.21057555062206e-05,0.3709158934885004,0.00857398038984893
96f7cf28,3,10,3,3,4,4.2883,3.7138,4.1744,0.403,0.5939,0.5219,0.1,5.0,,0.6997777777777777,0.006336256635281414,0.00843317683323693,4.824241664216898e-05,0.00830003602832008,5.246493072323875e-05,0.35247344008493986,0.006634981362442027
97239ef5,3,10,3,3,4,4.1407,3.6997,3.8162,0.5508,0.4506,0.5563,0.1,5.0,,0.7127777777777778,0.0009622504486493986,0.00833067885768087,7.923450202316284e-06,0.00818887427402352,8.56473673924716e-06,0.3609597321181357,0.01752652144477772
98b5232e,3,10,3,3,4,4.238,4.0157,3.6876,0.4375,0.5255,0.3995,0.1,5.0,,0.7267777777777779,0.010248757828977991,0.008208530401331479,9.029415995116002e-05,0.008057395594415243,9.712430891283138e-05,0.38568885871412456,0.02081429274255215
996d15c3,3,10,3,3,4,3.7704,4.3767,4.3225,0.4481,0.3111,0.332,0.1,5.0,,0.6991111111111111,0.009394639921745778,0.008437483493991094,7.223846493149174e-05,0.008304786985419884,7.8499140026881e-05,0.39506319639064774,0.020841320143346432
9b26c2e4,3,10,3,3,4,4.3167,4.1882,3.5182,0.598,0.4134,0.5363,0.1,5.0,,0.6947777777777778,0.010308213194305759,0.008469673446079073,7.519551076730959e-05,0.008339864863754673,8.206473422756332e-05,0.365667504681601,0.008792277916657234
9bac59f8,3,10,3,3,4,4.455,4.2961,3.9152,0.3911,0.4457,0.3114,0.1,5.0,,0.694,0.004841946348777951,0.008476687625278756,3.564201016584783e-05,0.008347397388690983,3.886878652497955e-05,0.3781710360288408,0.011153780616275267
9c9fc394,3,10,3,3,4,3.7873,3.6545,3.6652,0.5952,0.3542,0.5419,0.1,5.0,,0.6859999999999999,0.005686240703077332,0.008533870032056337,3.9397115944697686e-05,0.00840991135161647,4.31865757514724e-05,0.3684058737861699,0.019998413129633578
